invoice_line_no,date,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor_name,itemno,im_desc,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,sale_bottles,sale_dollars,sale_liters,sale_gallons
INV-59999200019,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1082200,IMPORTED SCHNAPPS,421,SAZERAC COMPANY  INC,69631,DR MCGILLICUDDYS CHERRY MINI,12,50,5.00,7.50,12,90.00,0.60,0.15
INV-59999200020,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1082200,IMPORTED SCHNAPPS,421,SAZERAC COMPANY  INC,69636,DR MCGILLICUDDYS CHERRY,12,750,8.66,12.99,12,155.88,9.00,2.37
INV-59999200021,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,76373,99 PICKLE MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200022,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1091300,NEUTRAL GRAIN SPIRITS FLAVORED,346,OLE SMOKY DISTILLERY LLC,76413,OLE SMOKY BUTTER PECAN MOONSHINE,6,750,13.00,19.50,6,117.00,4.50,1.18
INV-59999200023,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1091300,NEUTRAL GRAIN SPIRITS FLAVORED,346,OLE SMOKY DISTILLERY LLC,80363,OLE SMOKY BANANA PUDDING CREAM MOONSHINE,6,750,13.00,19.50,6,117.00,4.50,1.18
INV-59999200024,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,81124,99 PEPPERMINT MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200025,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,84100,99 SOUR BERRY MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200026,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,84102,99 SOUR CHERRY MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200027,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,84104,99 SOUR APPLE MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200028,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,84143,99 CINNAMON MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200029,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,84160,99 APPLES MINI DISPLAY,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200030,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,84197,99 PINEAPPLE MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200031,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,84222,99 BLUE RASPBERRIES MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200032,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,84223,99 BRAND FRUIT PUNCH PET MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200033,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,84224,99 LEMON LIME MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200034,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081400,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,84226,99 STRAWBERRIES MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200035,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,84228,99 BRAND CHERRY LIMEADE PET MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
INV-59999200036,2023-07-05T00:00:00.000,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715276731 41.942329184),,LINN,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,84230,99 BRAND MYSTERY FLAVOR PET MINI,1,50,51.60,77.40,1,77.40,0.05,0.01
