invoice_line_no,date,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor_name,itemno,im_desc,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,sale_bottles,sale_dollars,sale_liters,sale_gallons
INV-64333500002,2023-11-15T00:00:00.000,5200,OTTER CREEK COUNTRY STORE,"3445, COUNTY HOME RD",ROBINS,52328,POINT (-91.698169015 42.094038991),,LINN,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100642,FIREBALL 2023 SPECIAL EDITION,12,750,9.00,13.50,12,162.00,9.00,2.37
INV-64333500003,2023-11-15T00:00:00.000,5200,OTTER CREEK COUNTRY STORE,"3445, COUNTY HOME RD",ROBINS,52328,POINT (-91.698169015 42.094038991),,LINN,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.50,8.25,12,99.00,9.00,2.37
INV-64333500004,2023-11-15T00:00:00.000,5200,OTTER CREEK COUNTRY STORE,"3445, COUNTY HOME RD",ROBINS,52328,POINT (-91.698169015 42.094038991),,LINN,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11788,BLACK VELVET,6,1750,11.00,16.50,6,99.00,10.50,2.77
INV-64333500005,2023-11-15T00:00:00.000,5200,OTTER CREEK COUNTRY STORE,"3445, COUNTY HOME RD",ROBINS,52328,POINT (-91.698169015 42.094038991),,LINN,1031100,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2.00,3.00,24,72.00,9.00,2.37
INV-64333500006,2023-11-15T00:00:00.000,5200,OTTER CREEK COUNTRY STORE,"3445, COUNTY HOME RD",ROBINS,52328,POINT (-91.698169015 42.094038991),,LINN,1031100,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.50,5.25,12,63.00,9.00,2.37
INV-64333500007,2023-11-15T00:00:00.000,5200,OTTER CREEK COUNTRY STORE,"3445, COUNTY HOME RD",ROBINS,52328,POINT (-91.698169015 42.094038991),,LINN,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38174,TITOS HANDMADE VODKA,12,375,5.42,8.13,12,97.56,4.50,1.18
INV-64333500008,2023-11-15T00:00:00.000,5200,OTTER CREEK COUNTRY STORE,"3445, COUNTY HOME RD",ROBINS,52328,POINT (-91.698169015 42.094038991),,LINN,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38176,TITOS HANDMADE VODKA,12,750,10.00,15.00,12,180.00,9.00,2.37
INV-64333500009,2023-11-15T00:00:00.000,5200,OTTER CREEK COUNTRY STORE,"3445, COUNTY HOME RD",ROBINS,52328,POINT (-91.698169015 42.094038991),,LINN,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64870,FIREBALL CINNAMON WHISKEY,48,100,1.00,1.50,144,216.00,14.40,3.80
INV-64333500010,2023-11-15T00:00:00.000,5200,OTTER CREEK COUNTRY STORE,"3445, COUNTY HOME RD",ROBINS,52328,POINT (-91.698169015 42.094038991),,LINN,1081200,CREAM LIQUEURS,205,E & J GALLO WINERY,73051,RUMCHATA MINI,12,50,8.87,13.31,12,159.72,0.60,0.15
INV-64333600001,2023-11-15T00:00:00.000,4154,FAREWAY STORES #055 / HIAWATHA,885 MILLER RD,HIAWATHA,52233,POINT (-91.701314995 42.04650899),,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11296,CROWN ROYAL,12,750,17.49,26.24,12,314.88,9.00,2.37
