invoice_line_no,date,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor_name,itemno,im_desc,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,sale_bottles,sale_dollars,sale_liters,sale_gallons
INV-58404200012,2023-05-12T00:00:00.000,4720,CHARITON BP,107 EAST GRACE,CHARITON,50049,POINT (-93.29331501099995 41.00550000100003),,LUCAS,1031100,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,3.50,5.25,12,63.00,9.00,2.37
INV-58404200013,2023-05-12T00:00:00.000,4720,CHARITON BP,107 EAST GRACE,CHARITON,50049,POINT (-93.29331501099995 41.00550000100003),,LUCAS,1031100,AMERICAN VODKAS,434,LUXCO INC,36307,HAWKEYE VODKA,12,1000,4.35,6.53,12,78.36,12.00,3.17
INV-58404200014,2023-05-12T00:00:00.000,4720,CHARITON BP,107 EAST GRACE,CHARITON,50049,POINT (-93.29331501099995 41.00550000100003),,LUCAS,1031100,AMERICAN VODKAS,434,LUXCO INC,36308,HAWKEYE VODKA,6,1750,7.50,11.25,6,67.50,10.50,2.77
INV-58404200015,2023-05-12T00:00:00.000,4720,CHARITON BP,107 EAST GRACE,CHARITON,50049,POINT (-93.29331501099995 41.00550000100003),,LUCAS,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38176,TITOS HANDMADE VODKA,12,750,10.00,15.00,12,180.00,9.00,2.37
INV-58404200016,2023-05-12T00:00:00.000,4720,CHARITON BP,107 EAST GRACE,CHARITON,50049,POINT (-93.29331501099995 41.00550000100003),,LUCAS,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38194,TITOS HANDMADE VODKA MINI,5,50,12.80,19.20,5,96.00,0.25,0.06
INV-58404200017,2023-05-12T00:00:00.000,4720,CHARITON BP,107 EAST GRACE,CHARITON,50049,POINT (-93.29331501099995 41.00550000100003),,LUCAS,1062200,WHITE RUM,434,LUXCO INC,45276,PARAMOUNT WHITE RUM,12,750,4.25,6.38,12,76.56,9.00,2.37
INV-58404200018,2023-05-12T00:00:00.000,4720,CHARITON BP,107 EAST GRACE,CHARITON,50049,POINT (-93.29331501099995 41.00550000100003),,LUCAS,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,50,25.80,38.70,1,38.70,0.05,0.01
INV-58404200019,2023-05-12T00:00:00.000,4720,CHARITON BP,107 EAST GRACE,CHARITON,50049,POINT (-93.29331501099995 41.00550000100003),,LUCAS,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64866,FIREBALL CINNAMON WHISKEY,12,750,9.00,13.50,12,162.00,9.00,2.37
INV-58404200020,2023-05-12T00:00:00.000,4720,CHARITON BP,107 EAST GRACE,CHARITON,50049,POINT (-93.29331501099995 41.00550000100003),,LUCAS,1082100,IMPORTED CORDIALS & LIQUEURS,192,"MAST-JAGERMEISTER US, INC",65251,JAGERMEISTER LIQUEUR MINI,5,50,24.60,36.90,5,184.50,0.25,0.06
INV-58404200021,2023-05-12T00:00:00.000,4720,CHARITON BP,107 EAST GRACE,CHARITON,50049,POINT (-93.29331501099995 41.00550000100003),,LUCAS,1081200,CREAM LIQUEURS,205,E & J GALLO WINERY,73055,RUMCHATA,12,750,14.00,21.00,12,252.00,9.00,2.37
