invoice_line_no,date,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor_name,itemno,im_desc,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,sale_bottles,sale_dollars,sale_liters,sale_gallons
INV-61448600014,2023-08-21T00:00:00.000,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772,POINT (-91.12743802 41.771641994),,CEDAR,1011200,STRAIGHT BOURBON WHISKIES,065,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,18.00,27.00,12,324.00,9.00,2.37
INV-61448600016,2023-08-21T00:00:00.000,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772,POINT (-91.12743802 41.771641994),,CEDAR,1011200,STRAIGHT BOURBON WHISKIES,421,SAZERAC COMPANY  INC,21236,RIDGEMONT RESERVE 1792,6,750,15.50,23.25,6,139.50,4.50,1.18
INV-61448600017,2023-08-21T00:00:00.000,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772,POINT (-91.12743802 41.771641994),,CEDAR,1011200,STRAIGHT BOURBON WHISKIES,434,LUXCO INC,22244,YELLOWSTONE SELECT,6,750,20.00,30.00,6,180.00,4.50,1.18
INV-61448600018,2023-08-21T00:00:00.000,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772,POINT (-91.12743802 41.771641994),,CEDAR,1011100,BLENDED WHISKIES,421,SAZERAC COMPANY  INC,23708,FLEISCHMANNS WHISKEY,6,1750,8.50,12.75,6,76.50,10.50,2.77
INV-61448600019,2023-08-21T00:00:00.000,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772,POINT (-91.12743802 41.771641994),,CEDAR,1011400,TENNESSEE WHISKIES,260,DIAGEO AMERICAS,26656,GEORGE DICKEL #12,12,750,14.49,21.74,12,260.88,9.00,2.37
INV-61448600020,2023-08-21T00:00:00.000,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772,POINT (-91.12743802 41.771641994),,CEDAR,1011400,TENNESSEE WHISKIES,085,BROWN FORMAN CORP.,26827,JACK DANIELS OLD #7 BLACK LABEL,12,1000,20.27,30.41,1,30.41,1.00,0.26
INV-61448600021,2023-08-21T00:00:00.000,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772,POINT (-91.12743802 41.771641994),,CEDAR,1042100,IMPORTED DRY GINS,370,PERNOD RICARD USA,28088,BEEFEATER GIN,6,1750,23.48,35.22,6,211.32,10.50,2.77
INV-61448600022,2023-08-21T00:00:00.000,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772,POINT (-91.12743802 41.771641994),,CEDAR,1042100,IMPORTED DRY GINS,260,DIAGEO AMERICAS,28866,TANQUERAY GIN,12,750,13.99,20.99,3,62.97,2.25,0.59
INV-61448600023,2023-08-21T00:00:00.000,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772,POINT (-91.12743802 41.771641994),,CEDAR,1041100,AMERICAN DRY GINS,434,LUXCO INC,30528,HAWKEYE GIN,6,1750,7.75,11.63,6,69.78,10.50,2.77
INV-61448600024,2023-08-21T00:00:00.000,4269,TIPTON FAMILY FOODS,610 CEDAR ST,TIPTON,52772,POINT (-91.12743802 41.771641994),,CEDAR,1041100,AMERICAN DRY GINS,434,LUXCO INC,31657,PARAMOUNT GIN,12,1000,4.50,6.75,1,6.75,1.00,0.26
