"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-64394900022","2023-11-17T00:00:00.000","5852","CASEY'S GENERAL STORE #2256 - DEWITT","1515 11TH STREET","DEWITT","52742","POINT (-90.552457986 41.825372005)",,"CLINTON","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","86884","SOUTHERN COMFORT","24","375","4.78","7.17","24","172.08","9.00","2.37"
"INV-64394900023","2023-11-17T00:00:00.000","5852","CASEY'S GENERAL STORE #2256 - DEWITT","1515 11TH STREET","DEWITT","52742","POINT (-90.552457986 41.825372005)",,"CLINTON","1022100","MIXTO TEQUILA","395","PROXIMO","87408","JOSE CUERVO ESPECIAL SILVER","12","750","12.00","18.00","12","216.00","9.00","2.37"
"INV-64395000001","2023-11-17T00:00:00.000","4464","PERFECT VALUE LIQUOR MART","5B  LINCOLN AVE","ELDRIDGE","52748","POINT (-90.547884122 41.695015602)",,"SCOTT","1011200","STRAIGHT BOURBON WHISKIES","830","KIRIN BEER & SPIRITS OF AMERICA INC / FOUR ROSES DISTILLERY","18352","FOUR ROSES BOURBON","12","750","13.50","20.25","2","40.50","1.50","0.39"
"INV-64395000002","2023-11-17T00:00:00.000","4464","PERFECT VALUE LIQUOR MART","5B  LINCOLN AVE","ELDRIDGE","52748","POINT (-90.547884122 41.695015602)",,"SCOTT","1011200","STRAIGHT BOURBON WHISKIES","065","JIM BEAM BRANDS","27408","JIM BEAM HONEY MINI","12","50","7.00","10.50","1","10.50","0.05","0.01"
"INV-64395000003","2023-11-17T00:00:00.000","4464","PERFECT VALUE LIQUOR MART","5B  LINCOLN AVE","ELDRIDGE","52748","POINT (-90.547884122 41.695015602)",,"SCOTT","1032100","IMPORTED VODKAS","035","BACARDI USA INC","34425","GREY GOOSE","6","1750","27.00","40.50","2","81.00","3.50","0.92"
"INV-64395000004","2023-11-17T00:00:00.000","4464","PERFECT VALUE LIQUOR MART","5B  LINCOLN AVE","ELDRIDGE","52748","POINT (-90.547884122 41.695015602)",,"SCOTT","1031100","AMERICAN VODKAS","434","LUXCO INC","36308","HAWKEYE VODKA","6","1750","7.50","11.25","6","67.50","10.50","2.77"
"INV-64395000005","2023-11-17T00:00:00.000","4464","PERFECT VALUE LIQUOR MART","5B  LINCOLN AVE","ELDRIDGE","52748","POINT (-90.547884122 41.695015602)",,"SCOTT","1031100","AMERICAN VODKAS","300","MCCORMICK DISTILLING CO.","36904","MCCORMICK 80PRF VODKA PET","24","375","1.84","2.76","24","66.24","9.00","2.37"
"INV-64395000006","2023-11-17T00:00:00.000","4464","PERFECT VALUE LIQUOR MART","5B  LINCOLN AVE","ELDRIDGE","52748","POINT (-90.547884122 41.695015602)",,"SCOTT","1031100","AMERICAN VODKAS","205","E & J GALLO WINERY","36968","NEW AMSTERDAM 80PRF","24","375","4.00","6.00","24","144.00","9.00","2.37"
"INV-64395000007","2023-11-17T00:00:00.000","4464","PERFECT VALUE LIQUOR MART","5B  LINCOLN AVE","ELDRIDGE","52748","POINT (-90.547884122 41.695015602)",,"SCOTT","1031100","AMERICAN VODKAS","260","DIAGEO AMERICAS","37994","SMIRNOFF 80PRF","24","375","4.99","7.49","24","179.76","9.00","2.37"
"INV-64395000008","2023-11-17T00:00:00.000","4464","PERFECT VALUE LIQUOR MART","5B  LINCOLN AVE","ELDRIDGE","52748","POINT (-90.547884122 41.695015602)",,"SCOTT","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38179","TITOS HANDMADE VODKA","24","200","3.49","5.24","24","125.76","4.80","1.26"
