"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-63729200009","2023-10-27T00:00:00.000","4633","KWIK SHOP #520 / CARTER LAKE","1202 EAST LOCUST ST","CARTER LAKE","51510","POINT (-95.914135237 41.284987276)",,"POTTAWATTAMIE","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38174","TITOS HANDMADE VODKA","12","375","5.42","8.13","12","97.56","4.50","1.18"
"INV-63729200010","2023-10-27T00:00:00.000","4633","KWIK SHOP #520 / CARTER LAKE","1202 EAST LOCUST ST","CARTER LAKE","51510","POINT (-95.914135237 41.284987276)",,"POTTAWATTAMIE","1062200","WHITE RUM","035","BACARDI USA INC","43124","BACARDI SUPERIOR","24","375","5.00","7.50","24","180.00","9.00","2.37"
"INV-63729200011","2023-10-27T00:00:00.000","4633","KWIK SHOP #520 / CARTER LAKE","1202 EAST LOCUST ST","CARTER LAKE","51510","POINT (-95.914135237 41.284987276)",,"POTTAWATTAMIE","1062400","SPICED RUM","260","DIAGEO AMERICAS","43333","CAPTAIN MORGAN ORIGINAL SPICED PET","48","200","3.24","4.86","48","233.28","9.60","2.53"
"INV-63729200012","2023-10-27T00:00:00.000","4633","KWIK SHOP #520 / CARTER LAKE","1202 EAST LOCUST ST","CARTER LAKE","51510","POINT (-95.914135237 41.284987276)",,"POTTAWATTAMIE","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64858","FIREBALL CINNAMON WHISKEY MINI DISPENSER","1","50","25.80","38.70","8","309.60","0.40","0.10"
"INV-63729200013","2023-10-27T00:00:00.000","4633","KWIK SHOP #520 / CARTER LAKE","1202 EAST LOCUST ST","CARTER LAKE","51510","POINT (-95.914135237 41.284987276)",,"POTTAWATTAMIE","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","65013","FIREBALL CINNAMON WHISKEY MINI SLEEVE","12","50","4.30","6.45","24","154.80","1.20","0.31"
"INV-63729200014","2023-10-27T00:00:00.000","4633","KWIK SHOP #520 / CARTER LAKE","1202 EAST LOCUST ST","CARTER LAKE","51510","POINT (-95.914135237 41.284987276)",,"POTTAWATTAMIE","1081300","AMERICAN CORDIALS & LIQUEURS","421","SAZERAC COMPANY  INC","84393","99 WATERMELON PET MINI","1","50","51.60","77.40","1","77.40","0.05","0.01"
"INV-63729200015","2023-10-27T00:00:00.000","4633","KWIK SHOP #520 / CARTER LAKE","1202 EAST LOCUST ST","CARTER LAKE","51510","POINT (-95.914135237 41.284987276)",,"POTTAWATTAMIE","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","86881","SOUTHERN COMFORT MINI","10","50","5.16","7.74","10","77.40","0.50","0.13"
"INV-63729200016","2023-10-27T00:00:00.000","4633","KWIK SHOP #520 / CARTER LAKE","1202 EAST LOCUST ST","CARTER LAKE","51510","POINT (-95.914135237 41.284987276)",,"POTTAWATTAMIE","1022200","100% AGAVE TEQUILA","035","BACARDI USA INC","88294","PATRON SILVER","12","375","15.00","22.50","12","270.00","4.50","1.18"
"INV-63729200017","2023-10-27T00:00:00.000","4633","KWIK SHOP #520 / CARTER LAKE","1202 EAST LOCUST ST","CARTER LAKE","51510","POINT (-95.914135237 41.284987276)",,"POTTAWATTAMIE","1022100","MIXTO TEQUILA","395","PROXIMO","89194","JOSE CUERVO ESPECIAL REPOSADO FLASK","24","375","6.53","9.80","24","235.20","9.00","2.37"
"INV-63729300001","2023-10-27T00:00:00.000","5342","CASEY'S GENERAL STORE # 3509/ CARTER LAKE","1650 E LOCUST ST","CARTER LAKE","51510","POINT (-95.910083019 41.284987276)",,"POTTAWATTAMIE","1081300","AMERICAN CORDIALS & LIQUEURS","421","SAZERAC COMPANY  INC","100861","99 PARTY BUCKET MINIS","1","50","51.60","77.40","1","77.40","0.05","0.01"
