"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-57688100011","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1031100","AMERICAN VODKAS","205","E & J GALLO WINERY","36968","NEW AMSTERDAM 80PRF","24","375","4.00","6.00","3","18.00","1.12","0.29"
"INV-57688100012","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1031100","AMERICAN VODKAS","260","DIAGEO AMERICAS","37991","SMIRNOFF 80PRF MINI","12","50","7.47","11.21","1","11.21","0.05","0.01"
"INV-57688100013","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1031100","AMERICAN VODKAS","260","DIAGEO AMERICAS","37993","SMIRNOFF 80PRF","48","200","2.54","3.81","6","22.86","1.20","0.31"
"INV-57688100014","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38179","TITOS HANDMADE VODKA","24","200","3.49","5.24","24","125.76","4.80","1.26"
"INV-57688100015","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38194","TITOS HANDMADE VODKA MINI","5","50","12.80","19.20","1","19.20","0.05","0.01"
"INV-57688100016","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1062400","SPICED RUM","260","DIAGEO AMERICAS","43331","CAPTAIN MORGAN ORIGINAL SPICED MINI","12","50","4.80","7.20","1","7.20","0.05","0.01"
"INV-57688100017","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1032200","IMPORTED FLAVORED VODKA","260","DIAGEO AMERICAS","64306","CIROC SUMMER CITRUS","12","375","9.25","13.88","3","41.64","1.12","0.29"
"INV-57688100018","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64864","FIREBALL CINNAMON WHISKEY","24","375","5.33","8.00","3","24.00","1.12","0.29"
"INV-57688100019","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64870","FIREBALL CINNAMON WHISKEY","48","100","1.00","1.50","48","72.00","4.80","1.26"
"INV-57688100020","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","65013","FIREBALL CINNAMON WHISKEY MINI SLEEVE","12","50","4.30","6.45","3","19.35","0.15","0.03"
"INV-57688100021","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1081300","AMERICAN CORDIALS & LIQUEURS","772","INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP","75212","KINKY BLUE MINI","6","50","4.84","7.26","1","7.26","0.05","0.01"
"INV-57688100022","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1081400","AMERICAN SCHNAPPS","421","SAZERAC COMPANY  INC","80826","ICE 101 PEPPERMINT SCHNAPPS","12","750","9.50","14.25","3","42.75","2.25","0.59"
"INV-57688100023","2023-04-19T00:00:00.000","010061","BIG 10 MART #19 / HIAWATHA","1225 BOYSON ROAD","HIAWATHA","52233","POINT (-91.68958 42.04422)",,"LINN","1022100","MIXTO TEQUILA","395","PROXIMO","89191","JOSE CUERVO ESPECIAL REPOSADO MINI","12","50","12.33","18.50","1","18.50","0.05","0.01"
