"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-55409100006","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38174","TITOS HANDMADE VODKA","12","375","5.42","8.13","12","97.56","4.50","1.18"
"INV-55409100007","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38176","TITOS HANDMADE VODKA","12","750","10.00","15.00","12","180.00","9.00","2.37"
"INV-55409100008","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1062400","SPICED RUM","260","DIAGEO AMERICAS","43331","CAPTAIN MORGAN ORIGINAL SPICED MINI","12","50","4.80","7.20","12","86.40","0.60","0.15"
"INV-55409100009","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1031100","AMERICAN VODKAS","260","DIAGEO AMERICAS","37991","SMIRNOFF 80PRF MINI","12","50","7.47","11.21","12","134.52","0.60","0.15"
"INV-55409100010","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1031100","AMERICAN VODKAS","421","SAZERAC COMPANY  INC","35314","BARTON VODKA","24","375","1.71","2.57","24","61.68","9.00","2.37"
"INV-55409100011","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1082100","IMPORTED CORDIALS & LIQUEURS","192","MAST-JAGERMEISTER US, INC","65254","JAGERMEISTER LIQUEUR","24","375","7.68","11.52","24","276.48","9.00","2.37"
"INV-55409100012","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1012100","CANADIAN WHISKIES","259","HEAVEN HILL BRANDS","11774","BLACK VELVET","24","375","3.07","4.61","24","110.64","9.00","2.37"
"INV-55409100013","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64864","FIREBALL CINNAMON WHISKEY","24","375","5.33","8.00","24","192.00","9.00","2.37"
"INV-55409100014","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64866","FIREBALL CINNAMON WHISKEY","12","750","9.00","13.50","12","162.00","9.00","2.37"
"INV-55409100015","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64870","FIREBALL CINNAMON WHISKEY","48","100","1.00","1.50","48","64.80","4.80","1.26"
"INV-55409100016","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64863","FIREBALL CINNAMON WHISKEY","48","200","2.50","3.75","48","180.00","9.60","2.53"
"INV-55409100017","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","65013","FIREBALL CINNAMON WHISKEY MINI SLEEVE","12","50","4.30","6.45","24","154.80","1.20","0.31"
"INV-55409100018","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1031100","AMERICAN VODKAS","300","MCCORMICK DISTILLING CO.","36904","MCCORMICK 80PRF VODKA PET","24","375","1.84","2.76","24","66.24","9.00","2.37"
"INV-55409100019","2023-01-30T00:00:00.000","4490","CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS","380 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67221 41.94497)",,"LINN","1031100","AMERICAN VODKAS","300","MCCORMICK DISTILLING CO.","36903","MCCORMICK 80PRF VODKA","48","200","1.19","1.79","48","85.92","9.60","2.53"
"INV-55409200001","2023-01-30T00:00:00.000","5061","CASEY'S GENERAL STORE #3382 / CEDAR","560, 33RD AVE SW","CEDAR RAPIDS","52404","POINT (-91.67548 41.94306)",,"LINN","1091300","NEUTRAL GRAIN SPIRITS FLAVORED","346","OLE SMOKY DISTILLERY LLC","76412","OLE SMOKY BUTTER PECAN MOONSHINE MINI","8","50","8.75","13.13","8","105.04","0.40","0.10"
