"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-55620500078","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012100","CANADIAN WHISKIES","259","HEAVEN HILL BRANDS","10548","BLACK VELVET TOASTED CARAMEL","6","1750","11.00","16.50","12","188.16","21.00","5.54"
"INV-55620500079","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012100","CANADIAN WHISKIES","065","JIM BEAM BRANDS","10846","CANADIAN CLUB SMALL BATCH CLASSIC","12","750","13.12","19.68","2","39.36","1.50","0.39"
"INV-55620500080","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012100","CANADIAN WHISKIES","619","CAMPARI AMERICA","10890","FORTY CREEK","12","750","11.50","17.25","2","33.00","1.50","0.39"
"INV-55620500081","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012100","CANADIAN WHISKIES","259","HEAVEN HILL BRANDS","11786","BLACK VELVET PET","12","750","5.50","8.25","24","188.40","18.00","4.75"
"INV-55620500082","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012100","CANADIAN WHISKIES","259","HEAVEN HILL BRANDS","11788","BLACK VELVET","6","1750","11.00","16.50","72","1128.96","126.00","33.28"
"INV-55620500083","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012100","CANADIAN WHISKIES","421","SAZERAC COMPANY  INC","13542","LEGACY CANADIAN WHISKY","6","750","12.50","18.75","1","18.75","0.75","0.19"
"INV-55620500084","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012100","CANADIAN WHISKIES","395","PROXIMO","14199","PENDLETON CANADIAN WHISKEY","6","1750","27.50","41.25","2","82.50","3.50","0.92"
"INV-55620500085","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012100","CANADIAN WHISKIES","772","INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP","15248","WINDSOR CANADIAN PET","6","1750","10.00","15.00","6","90.00","10.50","2.77"
"INV-55620500086","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","370","PERNOD RICARD USA","15606","GREEN SPOT","6","750","37.48","56.22","6","337.32","4.50","1.18"
"INV-55620500087","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","370","PERNOD RICARD USA","15626","JAMESON","12","750","17.49","26.24","72","1889.28","54.00","14.26"
"INV-55620500088","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","370","PERNOD RICARD USA","15627","JAMESON","12","1000","20.98","31.47","36","1132.92","36.00","9.51"
"INV-55620500089","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","370","PERNOD RICARD USA","15628","JAMESON","6","1750","35.48","53.22","30","1596.60","52.50","13.86"
"INV-55620500090","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","370","PERNOD RICARD USA","15648","JAMESON CASKMATES IPA","12","750","16.99","25.49","1","25.49","0.75","0.19"
"INV-55620500091","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","370","PERNOD RICARD USA","15658","JAMESON CASKMATES STOUT","12","750","16.99","25.49","1","25.49","0.75","0.19"
"INV-55620500092","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","370","PERNOD RICARD USA","15667","JAMESON BLACK BARREL","12","750","24.25","36.38","12","436.56","9.00","2.37"
"INV-55620500093","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","395","PROXIMO","15777","BUSHMILLS IRISH WHISKEY","12","1000","18.50","27.75","2","55.50","2.00","0.52"
"INV-55620500094","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","370","PERNOD RICARD USA","15856","REDBREAST 12YR","6","750","37.48","56.22","3","168.66","2.25","0.59"
"INV-55620500095","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","395","PROXIMO","15865","SEXTON IRISH WHISKEY","6","750","16.00","24.00","2","48.00","1.50","0.39"
"INV-55620500096","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","434","LUXCO INC","15890","THE QUIET MAN","6","750","16.50","24.75","1","24.75","0.75","0.19"
"INV-55620500097","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1011200","STRAIGHT BOURBON WHISKIES","065","JIM BEAM BRANDS","19481","MAKERS MARK CASK STRENGTH","6","750","22.50","33.75","2","67.50","1.50","0.39"
"INV-55620500098","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1011200","STRAIGHT BOURBON WHISKIES","578","S&B FARMS DISTILLERY","26737","SIR WINSTON BOURBON","6","750","22.23","33.35","1","33.35","0.75","0.19"
"INV-55620500099","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1071000","COCKTAILS/RTD","260","DIAGEO AMERICAS","57371","BULLEIT OLD FASHIONED COCKTAIL","12","750","17.49","26.24","3","78.72","2.25","0.59"
"INV-55620500100","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","370","PERNOD RICARD USA","65487","JAMESON ORANGE","6","750","14.99","22.49","18","404.82","13.50","3.56"
"INV-55620500101","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1091100","AMERICAN DISTILLED SPIRITS SPECIALTY","578","S&B FARMS DISTILLERY","77049","SIR WINSTON APPLE","6","750","13.01","19.52","2","39.04","1.50","0.39"
"INV-55620500102","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1081200","CREAM LIQUEURS","306","MISSISSIPPI RIVER DISTILLING COMPANY LLC","80239","IOWISH CREAM SALTED CARAMEL","6","750","12.50","18.75","6","112.50","4.50","1.18"
"INV-55620500103","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1091300","NEUTRAL GRAIN SPIRITS FLAVORED","346","OLE SMOKY DISTILLERY LLC","86843","OLE SMOKY SALTY CARAMEL WHISKEY","6","750","11.00","16.50","12","198.00","9.00","2.37"
"INV-55620500104","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1011400","TENNESSEE WHISKIES","346","OLE SMOKY DISTILLERY LLC","87018","OLE SMOKY PEACH WHISKEY","6","750","11.00","16.50","6","99.00","4.50","1.18"
"INV-55620500105","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012200","SCOTCH WHISKIES","240","WILLIAM GRANT & SONS INC","4381","BALVENIE 21YR PORTWOOD","3","750","155.00","232.50","1","232.50","0.75","0.19"
"INV-55620500106","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012200","SCOTCH WHISKIES","260","DIAGEO AMERICAS","5325","JOHNNIE WALKER BLACK","24","375","11.99","17.99","4","71.96","1.50","0.39"
"INV-55620500107","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012100","CANADIAN WHISKIES","260","DIAGEO AMERICAS","10802","CROWN ROYAL PEACH","12","750","17.49","26.24","12","314.88","9.00","2.37"
"INV-55620500108","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012100","CANADIAN WHISKIES","260","DIAGEO AMERICAS","10807","CROWN ROYAL REGAL APPLE","12","750","17.49","26.24","24","629.76","18.00","4.75"
"INV-55620500109","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012100","CANADIAN WHISKIES","259","HEAVEN HILL BRANDS","11773","BLACK VELVET","48","200","1.75","2.63","12","28.08","2.40","0.63"
"INV-55620500110","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","370","PERNOD RICARD USA","15644","JAMESON","24","375","8.99","13.49","24","323.76","9.00","2.37"
"INV-55620500111","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1012400","IRISH WHISKIES","370","PERNOD RICARD USA","15779","JAMESON BLACK BARREL","12","375","7.49","11.24","12","134.88","4.50","1.18"
"INV-55620500112","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1011200","STRAIGHT BOURBON WHISKIES","065","JIM BEAM BRANDS","19063","JIM BEAM","48","200","3.63","5.45","1","5.45","0.20","0.05"
"INV-55620500113","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1011200","STRAIGHT BOURBON WHISKIES","065","JIM BEAM BRANDS","19475","MAKERS MARK REPLICA","12","375","9.33","14.00","3","42.00","1.12","0.29"
"INV-55620500114","2023-02-06T00:00:00.000","2573","HY-VEE FOOD STORE / MUSCATINE","2400 2ND AVE","MUSCATINE","52761","POINT (-91.03549 41.45015)",,"MUSCATINE","1011100","BLENDED WHISKIES","297","LAIRD & COMPANY","23823","FIVE STAR","48","200","1.31","1.97","6","11.82","1.20","0.31"
