"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-64811700015","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1031100","AMERICAN VODKAS","434","LUXCO INC","36304","HAWKEYE VODKA","24","375","2.00","3.00","24","72.00","9.00","2.37"
"INV-64811700016","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1031100","AMERICAN VODKAS","434","LUXCO INC","36306","HAWKEYE VODKA","12","750","3.50","5.25","12","63.00","9.00","2.37"
"INV-64811700017","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1031100","AMERICAN VODKAS","434","LUXCO INC","36308","HAWKEYE VODKA","6","1750","7.50","11.25","6","67.50","10.50","2.77"
"INV-64811700018","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1031100","AMERICAN VODKAS","300","MCCORMICK DISTILLING CO.","36904","MCCORMICK 80PRF VODKA PET","24","375","1.84","2.76","24","66.24","9.00","2.37"
"INV-64811700019","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1031100","AMERICAN VODKAS","421","SAZERAC COMPANY  INC","37868","FROST TRAIL VODKA","12","750","5.22","7.83","6","46.98","4.50","1.18"
"INV-64811700020","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1031100","AMERICAN VODKAS","260","DIAGEO AMERICAS","37996","SMIRNOFF 80PRF","12","750","8.25","12.38","6","74.28","4.50","1.18"
"INV-64811700021","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38174","TITOS HANDMADE VODKA","12","375","5.42","8.13","12","97.56","4.50","1.18"
"INV-64811700022","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38178","TITOS HANDMADE VODKA","6","1750","19.00","28.50","3","85.50","5.25","1.38"
"INV-64811700023","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38194","TITOS HANDMADE VODKA MINI","5","50","12.80","19.20","4","76.80","0.20","0.05"
"INV-64811700024","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1062200","WHITE RUM","035","BACARDI USA INC","43124","BACARDI SUPERIOR","24","375","5.00","7.50","6","45.00","2.25","0.59"
"INV-64811700025","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1052100","IMPORTED BRANDIES","420","MOET HENNESSY USA","48105","HENNESSY VS","12","375","11.49","17.24","4","68.96","1.50","0.39"
"INV-64811700026","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64858","FIREBALL CINNAMON WHISKEY MINI DISPENSER","1","50","25.80","38.70","2","77.40","0.10","0.02"
"INV-64811700027","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64865","FIREBALL CINNAMON WHISKEY PET","12","750","9.00","13.50","12","162.00","9.00","2.37"
"INV-64811700028","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64870","FIREBALL CINNAMON WHISKEY","48","100","1.00","1.50","48","72.00","4.80","1.26"
"INV-64811700029","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64904","FIREBALL CINNAMON WHISKEY PET","6","1750","16.00","24.00","2","48.00","3.50","0.92"
"INV-64811700030","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1082100","IMPORTED CORDIALS & LIQUEURS","192","MAST-JAGERMEISTER US, INC","65256","JAGERMEISTER LIQUEUR","12","750","14.35","21.53","3","64.59","2.25","0.59"
"INV-64811700031","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1081400","AMERICAN SCHNAPPS","421","SAZERAC COMPANY  INC","84171","99 BANANAS","48","100","1.00","1.50","48","72.00","4.80","1.26"
"INV-64811700032","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1091100","AMERICAN DISTILLED SPIRITS SPECIALTY","370","PERNOD RICARD USA","86439","SKREWBALL PEANUT BUTTER WHISKEY","12","750","14.99","22.49","3","67.47","2.25","0.59"
"INV-64811700033","2023-12-01T00:00:00.000","6082","CASEY'S #2654 / STUART","708 S DIVISION ST","STUART","50250","POINT (-94.319115036 41.496303012)",,"ADAIR","1091300","NEUTRAL GRAIN SPIRITS FLAVORED","346","OLE SMOKY DISTILLERY LLC","86739","OLE SMOKY APPLE PIE MOONSHINE 70PRF MINI","8","50","8.75","13.13","4","52.52","0.20","0.05"
