invoice_line_no,date,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor_name,itemno,im_desc,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,sale_bottles,sale_dollars,sale_liters,sale_gallons
INV-55596900012,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1012400,IRISH WHISKIES,370,PERNOD RICARD USA,15628,JAMESON,6,1750,35.48,53.22,6,319.32,10.50,2.77
INV-55596900013,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,9.00,13.50,12,162.00,9.00,2.37
INV-55596900014,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35913,FIVE O'CLOCK VODKA,48,200,1.15,1.73,48,83.04,9.60,2.53
INV-55596900015,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.90,24,69.60,9.00,2.37
INV-55596900016,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1031100,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36904,MCCORMICK 80PRF VODKA PET,24,375,1.84,2.76,24,66.24,9.00,2.37
INV-55596900017,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1011100,BLENDED WHISKIES,260,DIAGEO AMERICAS,25608,SEAGRAMS 7 CROWN,6,1750,13.99,20.99,6,125.94,10.50,2.77
INV-55596900018,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64870,FIREBALL CINNAMON WHISKEY,48,100,1.00,1.50,144,216.00,14.40,3.80
INV-55596900019,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,65013,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,50,4.30,6.45,24,154.80,1.20,0.31
INV-55596900020,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1011100,BLENDED WHISKIES,492,WESTERN SPIRITS BEVERAGE,26160,BIRD DOG APPLE MINI,6,50,5.00,7.50,6,45.00,0.30,0.07
INV-55596900021,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1011100,BLENDED WHISKIES,492,WESTERN SPIRITS BEVERAGE,26176,BIRD DOG STRAWBERRY MINI,6,50,5.00,7.50,6,45.00,0.30,0.07
INV-55596900022,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11773,BLACK VELVET,48,200,1.75,2.63,48,112.32,9.60,2.53
INV-55596900023,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1031100,AMERICAN VODKAS,259,HEAVEN HILL BRANDS,39555,DEEP EDDY LEMON MINI,12,50,4.21,6.32,12,75.84,0.60,0.15
INV-55596900024,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1022100,MIXTO TEQUILA,395,PROXIMO,89199,JOSE CUERVO ESPECIAL REPOSADO SQUARE,12,375,6.53,9.80,12,117.60,4.50,1.18
INV-55596900025,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1032100,IMPORTED VODKAS,035,BACARDI USA INC,34423,GREY GOOSE,12,375,8.50,12.75,12,153.00,4.50,1.18
INV-55596900026,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38174,TITOS HANDMADE VODKA,12,375,5.42,8.13,12,97.56,4.50,1.18
INV-55596900027,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1062400,SPICED RUM,260,DIAGEO AMERICAS,1799,CAPTAIN MORGAN ORIGINAL SPICED BARREL,6,1750,18.00,27.00,12,324.00,21.00,5.54
INV-55596900028,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1062400,SPICED RUM,260,DIAGEO AMERICAS,43337,CAPTAIN MORGAN ORIGINAL SPICED,12,1000,12.49,18.74,12,224.88,12.00,3.17
INV-55596900029,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1062500,FLAVORED RUM,370,PERNOD RICARD USA,42717,MALIBU COCONUT,12,1000,11.99,17.99,12,215.88,12.00,3.17
INV-55596900030,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11788,BLACK VELVET,6,1750,11.00,16.50,30,470.40,52.50,13.86
INV-55596900031,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1012100,CANADIAN WHISKIES,421,SAZERAC COMPANY  INC,12408,CANADIAN LTD WHISKY,6,1750,10.00,15.00,12,180.00,21.00,5.54
INV-55596900032,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1031100,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,35318,BARTON VODKA,6,1750,7.06,10.59,6,63.54,10.50,2.77
INV-55596900033,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1031200,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,39423,NEW AMSTERDAM PINK WHITNEY,12,1000,7.84,11.76,12,141.12,12.00,3.17
INV-55596900034,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11298,CROWN ROYAL,6,1750,33.99,50.99,6,305.94,10.50,2.77
INV-55596900035,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1091300,NEUTRAL GRAIN SPIRITS FLAVORED,346,OLE SMOKY DISTILLERY LLC,86749,OLE SMOKY CHERRY MOONSHINE,6,750,13.00,19.50,6,117.00,4.50,1.18
INV-55596900036,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1091300,NEUTRAL GRAIN SPIRITS FLAVORED,346,OLE SMOKY DISTILLERY LLC,80365,OLE SMOKY WHITE CHOCOLATE STRAWBERRY CREAM,6,750,13.00,19.50,6,117.00,4.50,1.18
INV-55596900037,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1022100,MIXTO TEQUILA,395,PROXIMO,89196,JOSE CUERVO ESPECIAL REPOSADO,12,750,12.00,18.00,12,216.00,9.00,2.37
INV-55596900038,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1031100,AMERICAN VODKAS,777,"BLUE OX SPIRITS, INC.",36874,BLUE OX VODKA,12,1000,4.65,6.98,12,83.76,12.00,3.17
INV-55596900039,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1012100,CANADIAN WHISKIES,065,JIM BEAM BRANDS,10627,CANADIAN CLUB WHISKY,12,1000,9.71,14.57,12,174.84,12.00,3.17
INV-55596900040,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1082100,IMPORTED CORDIALS & LIQUEURS,192,"MAST-JAGERMEISTER US, INC",65256,JAGERMEISTER LIQUEUR,12,750,14.35,21.53,12,258.36,9.00,2.37
INV-55596900041,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,10548,BLACK VELVET TOASTED CARAMEL,6,1750,11.00,16.50,6,94.08,10.50,2.77
INV-55596900042,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1062400,SPICED RUM,260,DIAGEO AMERICAS,43285,CAPTAIN MORGAN ORIGINAL SPICED PET,12,750,9.06,13.59,12,163.08,9.00,2.37
INV-55596900043,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1062400,SPICED RUM,259,HEAVEN HILL BRANDS,43028,ADMIRAL NELSON SPICED,6,1750,11.55,17.33,6,103.98,10.50,2.77
INV-55596900044,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1091100,AMERICAN DISTILLED SPIRITS SPECIALTY,154,DUNKEL CORPORATION / IOWA DISTILLING,77805,SAINTS N SINNERS APPLE PIE,12,750,8.00,12.00,24,288.00,18.00,4.75
INV-55596900045,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,86456,BLACK VELVET APPLE,6,1750,11.00,16.50,6,94.08,10.50,2.77
INV-55596900046,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1081400,AMERICAN SCHNAPPS,434,LUXCO INC,81196,PARAMOUNT PEPPERMINT SCHNAPPS PET,12,750,4.25,6.38,12,76.56,9.00,2.37
INV-55596900047,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,86881,SOUTHERN COMFORT MINI,10,50,5.16,7.74,10,77.40,0.50,0.13
INV-55596900048,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1031200,AMERICAN FLAVORED VODKA,118,AMERICAN SPIRITS EXCHANGE,76501,THE ORIGINAL PICKLE SHOT DILL PICKLE VODKA,12,750,7.50,11.25,3,33.75,2.25,0.59
INV-55596900049,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1011200,STRAIGHT BOURBON WHISKIES,065,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,18.00,27.00,5,135.00,3.75,0.99
INV-55596900050,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1011100,BLENDED WHISKIES,255,INFINIUM SPIRITS,87035,SKREWBALL PEANUT BUTTER WHISKEY MINI,12,50,14.00,21.00,3,63.00,0.15,0.03
INV-55596900051,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,67267,YUKON JACK,12,1000,11.75,17.63,3,52.89,3.00,0.79
INV-55596900052,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1081200,CREAM LIQUEURS,260,DIAGEO AMERICAS,68031,BAILEYS ORIGINAL IRISH CREAM MINI,4,1000,29.80,44.70,3,134.10,3.00,0.79
INV-55596900053,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1062200,WHITE RUM,035,BACARDI USA INC,43124,BACARDI SUPERIOR,24,375,5.00,7.50,4,30.00,1.50,0.39
INV-55596900054,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1062400,SPICED RUM,260,DIAGEO AMERICAS,43244,CAPTAIN MORGAN 100PRF SPICED RUM,12,750,10.99,16.49,3,49.47,2.25,0.59
INV-55596900055,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1032200,IMPORTED FLAVORED VODKA,260,DIAGEO AMERICAS,75183,KETEL ONE BOTANICAL PEACH & ORANGE BLOSSOM,12,750,11.33,17.00,3,51.00,2.25,0.59
INV-55596900056,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1082200,IMPORTED SCHNAPPS,421,SAZERAC COMPANY  INC,69706,DR MCGILLICUDDYS ROOT BEER,12,750,8.66,12.99,2,25.98,1.50,0.39
INV-55596900057,2023-02-06T00:00:00.000,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT (-95.54647 42.74958),,CHEROKEE,1081200,CREAM LIQUEURS,205,E & J GALLO WINERY,73051,RUMCHATA MINI,12,50,8.87,13.31,3,39.93,0.15,0.03
