"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-63947100027","2023-11-05T00:00:00.000","4023","WAL-MART 1389 / BOONE","1515 SE MARSHALL ST","BOONE","50036","POINT (-93.870637032 42.036313998)",,"BOONE","1081100","COFFEE LIQUEURS","370","PERNOD RICARD USA","67526","KAHLUA COFFEE","12","750","14.99","22.49","12","269.88","9.00","2.37"
"INV-63947100029","2023-11-05T00:00:00.000","4023","WAL-MART 1389 / BOONE","1515 SE MARSHALL ST","BOONE","50036","POINT (-93.870637032 42.036313998)",,"BOONE","1081200","CREAM LIQUEURS","205","E & J GALLO WINERY","73054","RUMCHATA","6","1750","25.00","37.50","6","225.00","10.50","2.77"
"INV-63947100030","2023-11-05T00:00:00.000","4023","WAL-MART 1389 / BOONE","1515 SE MARSHALL ST","BOONE","50036","POINT (-93.870637032 42.036313998)",,"BOONE","1011100","BLENDED WHISKIES","065","JIM BEAM BRANDS","78186","TWISTED TEA WHISKEY","12","750","9.00","13.50","12","162.00","9.00","2.37"
"INV-63947100031","2023-11-05T00:00:00.000","4023","WAL-MART 1389 / BOONE","1515 SE MARSHALL ST","BOONE","50036","POINT (-93.870637032 42.036313998)",,"BOONE","1012100","CANADIAN WHISKIES","259","HEAVEN HILL BRANDS","86456","BLACK VELVET APPLE","6","1750","11.00","16.50","6","99.00","10.50","2.77"
"INV-63947100032","2023-11-05T00:00:00.000","4023","WAL-MART 1389 / BOONE","1515 SE MARSHALL ST","BOONE","50036","POINT (-93.870637032 42.036313998)",,"BOONE","1022100","MIXTO TEQUILA","395","PROXIMO","89196","JOSE CUERVO ESPECIAL REPOSADO","12","750","12.00","18.00","12","216.00","9.00","2.37"
"INV-63947200001","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1012100","CANADIAN WHISKIES","259","HEAVEN HILL BRANDS","10548","BLACK VELVET TOASTED CARAMEL","6","1750","11.00","16.50","6","99.00","10.50","2.77"
"INV-63947200002","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1012100","CANADIAN WHISKIES","260","DIAGEO AMERICAS","11297","CROWN ROYAL","12","1000","20.49","30.74","12","368.88","12.00","3.17"
"INV-63947200003","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1012100","CANADIAN WHISKIES","259","HEAVEN HILL BRANDS","11771","BLACK VELVET MINI","8","50","8.87","13.31","1","13.31","0.05","0.01"
"INV-63947200004","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1011200","STRAIGHT BOURBON WHISKIES","085","BROWN FORMAN CORP.","16396","OLD FORESTER SIGNATURE 100PRF BOURBON","12","750","13.00","19.50","1","19.50","0.75","0.19"
"INV-63947200005","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1011200","STRAIGHT BOURBON WHISKIES","260","DIAGEO AMERICAS","17086","BULLEIT BOURBON","12","750","17.99","26.99","2","53.98","1.50","0.39"
"INV-63947200006","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1011200","STRAIGHT BOURBON WHISKIES","065","JIM BEAM BRANDS","19061","JIM BEAM MINI","12","50","7.00","10.50","1","10.50","0.05","0.01"
"INV-63947200007","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1011100","BLENDED WHISKIES","260","DIAGEO AMERICAS","25601","SEAGRAMS 7 CROWN MINI","12","50","6.17","9.26","1","9.26","0.05","0.01"
"INV-63947200008","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1011200","STRAIGHT BOURBON WHISKIES","065","JIM BEAM BRANDS","27780","JIM BEAM APPLE MINI","12","50","7.00","10.50","1","10.50","0.05","0.01"
"INV-63947200009","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1031200","AMERICAN FLAVORED VODKA","434","LUXCO INC","35699","PEARL CUCUMBER","12","750","7.25","10.88","12","130.56","9.00","2.37"
"INV-63947200010","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1031100","AMERICAN VODKAS","434","LUXCO INC","36301","HAWKEYE VODKA MINI","12","50","4.50","6.75","2","13.50","0.10","0.02"
"INV-63947200011","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1031100","AMERICAN VODKAS","434","LUXCO INC","36306","HAWKEYE VODKA","12","750","3.50","5.25","12","63.00","9.00","2.37"
"INV-63947200012","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1031100","AMERICAN VODKAS","617","MIDWEST LIQUOR COMPANY","38075","STATE VODKA","6","1750","7.20","10.80","6","64.80","10.50","2.77"
"INV-63947200013","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1031100","AMERICAN VODKAS","421","SAZERAC COMPANY  INC","38088","PLATINUM 7X VODKA","6","1750","9.44","14.16","6","84.96","10.50","2.77"
"INV-63947200014","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38177","TITOS HANDMADE VODKA","12","1000","13.17","19.76","60","1185.60","60.00","15.85"
"INV-63947200015","2023-11-05T00:00:00.000","4107","FAREWAY STORES #384 / BOONE","1711 HAWKEYE DR","BOONE","50036","POINT (-93.867672018 42.038184)",,"BOONE","1031200","AMERICAN FLAVORED VODKA","380","PHILLIPS BEVERAGE","41694","UV BLUE RASPBERRY","12","1000","7.50","11.25","12","135.00","12.00","3.17"
