"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-59729400023","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1031100","AMERICAN VODKAS","260","DIAGEO AMERICAS","37996","SMIRNOFF 80PRF","12","750","8.25","12.38","2","24.76","1.50","0.39"
"INV-59729400024","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38174","TITOS HANDMADE VODKA","12","375","5.42","8.13","4","32.52","1.50","0.39"
"INV-59729400025","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1031100","AMERICAN VODKAS","301","FIFTH GENERATION INC","38176","TITOS HANDMADE VODKA","12","750","10.00","15.00","1","15.00","0.75","0.19"
"INV-59729400026","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1031200","AMERICAN FLAVORED VODKA","065","JIM BEAM BRANDS","38847","TRULY PINEAPPLE MANGO","12","750","8.50","12.75","1","12.75","0.75","0.19"
"INV-59729400027","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1031200","AMERICAN FLAVORED VODKA","205","E & J GALLO WINERY","40593","NEW AMSTERDAM PEACH","24","375","4.00","6.00","4","24.00","1.50","0.39"
"INV-59729400028","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1062500","FLAVORED RUM","370","PERNOD RICARD USA","42716","MALIBU COCONUT","12","750","8.99","13.49","1","13.49","0.75","0.19"
"INV-59729400029","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1062200","WHITE RUM","035","BACARDI USA INC","43124","BACARDI SUPERIOR","24","375","5.00","7.50","2","15.00","0.75","0.19"
"INV-59729400030","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1062400","SPICED RUM","260","DIAGEO AMERICAS","43331","CAPTAIN MORGAN ORIGINAL SPICED MINI","12","50","4.80","7.20","6","43.20","0.30","0.07"
"INV-59729400031","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1062400","SPICED RUM","260","DIAGEO AMERICAS","43334","CAPTAIN MORGAN ORIGINAL SPICED","24","375","5.00","7.50","4","30.00","1.50","0.39"
"INV-59729400032","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1062400","SPICED RUM","260","DIAGEO AMERICAS","43336","CAPTAIN MORGAN ORIGINAL SPICED","12","750","9.49","14.24","1","13.59","0.75","0.19"
"INV-59729400033","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1052100","IMPORTED BRANDIES","420","MOET HENNESSY USA","48106","HENNESSY VS","12","750","19.99","29.99","1","34.49","0.75","0.19"
"INV-59729400034","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64858","FIREBALL CINNAMON WHISKEY MINI DISPENSER","1","50","25.80","38.70","4","154.80","0.20","0.05"
"INV-59729400035","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64864","FIREBALL CINNAMON WHISKEY","24","375","5.33","8.00","10","80.00","3.75","0.99"
"INV-59729400036","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64866","FIREBALL CINNAMON WHISKEY","12","750","9.00","13.50","1","13.50","0.75","0.19"
"INV-59729400037","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64870","FIREBALL CINNAMON WHISKEY","48","100","1.00","1.50","96","144.00","9.60","2.53"
"INV-59729400038","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","65013","FIREBALL CINNAMON WHISKEY MINI SLEEVE","12","50","4.30","6.45","6","38.70","0.30","0.07"
"INV-59729400039","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","86884","SOUTHERN COMFORT","24","375","4.78","7.17","2","14.34","0.75","0.19"
"INV-59729400040","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1022100","MIXTO TEQUILA","395","PROXIMO","87408","JOSE CUERVO ESPECIAL SILVER","12","750","12.00","18.00","1","18.00","0.75","0.19"
"INV-59729400041","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1022200","100% AGAVE TEQUILA","035","BACARDI USA INC","88296","PATRON SILVER","12","750","28.00","42.00","1","42.00","0.75","0.19"
"INV-59729400042","2023-06-26T00:00:00.000","5092","KUM & GO #3035 / WEST DES MOINES","7265 VISTA DR","WEST DES MOINES","50265","POINT (-93.807833022 41.589117254)",,"POLK","1022100","MIXTO TEQUILA","395","PROXIMO","89191","JOSE CUERVO ESPECIAL REPOSADO MINI","12","50","12.33","18.50","1","18.50","0.05","0.01"
"INV-59729500001","2023-06-26T00:00:00.000","6242","WALL TO WALL WINE AND SPIRITS / WEST DES MOINES","375 SOUTH JORDAN CREEK PARKWAY","WEST DES MOINES","50266","POINT (-93.81055496299996 41.56347499800006)",,"DALLAS","1012300","SINGLE MALT SCOTCH","065","JIM BEAM BRANDS","903998","AUCHENTOSHAN 12YR","6","750","31.50","47.25","12","567.00","9.00","2.37"
"INV-59729500002","2023-06-26T00:00:00.000","6242","WALL TO WALL WINE AND SPIRITS / WEST DES MOINES","375 SOUTH JORDAN CREEK PARKWAY","WEST DES MOINES","50266","POINT (-93.81055496299996 41.56347499800006)",,"DALLAS","1901000","SPECIAL ORDER ITEMS","065","JIM BEAM BRANDS","902133","AUCHENTOSHAN THREE WOOD","6","750","45.93","68.90","12","826.80","9.00","2.37"
"INV-59729500003","2023-06-26T00:00:00.000","6242","WALL TO WALL WINE AND SPIRITS / WEST DES MOINES","375 SOUTH JORDAN CREEK PARKWAY","WEST DES MOINES","50266","POINT (-93.81055496299996 41.56347499800006)",,"DALLAS","1022200","100% AGAVE TEQUILA","380","PHILLIPS BEVERAGE","987121","CAMPOVASO BLANCO TEQUILA","6","750","18.84","28.26","12","339.12","9.00","2.37"
"INV-59729500004","2023-06-26T00:00:00.000","6242","WALL TO WALL WINE AND SPIRITS / WEST DES MOINES","375 SOUTH JORDAN CREEK PARKWAY","WEST DES MOINES","50266","POINT (-93.81055496299996 41.56347499800006)",,"DALLAS","1012300","SINGLE MALT SCOTCH","477","VINO.COM DBA TOTAL BEVERAGE SOLUTION","906190","EDRADOUR 10YR","6","700","48.07","72.11","6","432.66","4.20","1.10"
"INV-59729500005","2023-06-26T00:00:00.000","6242","WALL TO WALL WINE AND SPIRITS / WEST DES MOINES","375 SOUTH JORDAN CREEK PARKWAY","WEST DES MOINES","50266","POINT (-93.81055496299996 41.56347499800006)",,"DALLAS","1022200","100% AGAVE TEQUILA","065","JIM BEAM BRANDS","902421","EL TESORO ANEJO","6","750","40.00","60.00","12","720.00","9.00","2.37"
"INV-59729500006","2023-06-26T00:00:00.000","6242","WALL TO WALL WINE AND SPIRITS / WEST DES MOINES","375 SOUTH JORDAN CREEK PARKWAY","WEST DES MOINES","50266","POINT (-93.81055496299996 41.56347499800006)",,"DALLAS","1012400","IRISH WHISKIES","368","PARK STREET IMPORTS","900598","KNAPPOGUE CASTLE 16YR TWIN WOOD","6","750","50.13","75.20","18","1353.60","13.50","3.56"
"INV-59729600001","2023-06-26T00:00:00.000","6242","WALL TO WALL WINE AND SPIRITS / WEST DES MOINES","375 SOUTH JORDAN CREEK PARKWAY","WEST DES MOINES","50266","POINT (-93.81055496299996 41.56347499800006)",,"DALLAS","1701100","TEMPORARY & SPECIALTY PACKAGES","420","MOET HENNESSY USA","102069","ARDBEG HEAVY VAPOURS GB - GENERAL RELEASE","6","750","65.99","98.99","1","98.99","0.75","0.19"
"INV-59729600002","2023-06-26T00:00:00.000","6242","WALL TO WALL WINE AND SPIRITS / WEST DES MOINES","375 SOUTH JORDAN CREEK PARKWAY","WEST DES MOINES","50266","POINT (-93.81055496299996 41.56347499800006)",,"DALLAS","1012100","CANADIAN WHISKIES","259","HEAVEN HILL BRANDS","10548","BLACK VELVET TOASTED CARAMEL","6","1750","11.00","16.50","6","99.00","10.50","2.77"
"INV-59729600003","2023-06-26T00:00:00.000","6242","WALL TO WALL WINE AND SPIRITS / WEST DES MOINES","375 SOUTH JORDAN CREEK PARKWAY","WEST DES MOINES","50266","POINT (-93.81055496299996 41.56347499800006)",,"DALLAS","1012100","CANADIAN WHISKIES","260","DIAGEO AMERICAS","10778","CROWN ROYAL PEACH","6","1750","33.99","50.99","6","305.94","10.50","2.77"
"INV-59729600004","2023-06-26T00:00:00.000","6242","WALL TO WALL WINE AND SPIRITS / WEST DES MOINES","375 SOUTH JORDAN CREEK PARKWAY","WEST DES MOINES","50266","POINT (-93.81055496299996 41.56347499800006)",,"DALLAS","1012100","CANADIAN WHISKIES","260","DIAGEO AMERICAS","10802","CROWN ROYAL PEACH","12","750","17.49","26.24","12","314.88","9.00","2.37"
