"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-56873200104","2023-03-22T00:00:00.000","2501","HY-VEE  #2 (1018) / AMES","640 LINCOLNWAY","AMES","50010","POINT (-93.61927 42.0229)",,"STORY","1051100","AMERICAN BRANDIES","434","LUXCO INC","55086","PARAMOUNT BLACKBERRY BRANDY","12","750","5.75","8.63","12","103.56","9.00","2.37"
"INV-56873200105","2023-03-22T00:00:00.000","2501","HY-VEE  #2 (1018) / AMES","640 LINCOLNWAY","AMES","50010","POINT (-93.61927 42.0229)",,"STORY","1012300","SINGLE MALT SCOTCH","260","DIAGEO AMERICAS","5696","OBAN SINGLE MALT SCOTCH","12","750","44.99","67.49","1","67.49","0.75","0.19"
"INV-56873200107","2023-03-22T00:00:00.000","2501","HY-VEE  #2 (1018) / AMES","640 LINCOLNWAY","AMES","50010","POINT (-93.61927 42.0229)",,"STORY","1071000","COCKTAILS/RTD","421","SAZERAC COMPANY  INC","57148","CHI-CHI'S MARGARITA","6","1750","6.50","9.75","18","175.50","31.50","8.32"
"INV-56873200108","2023-03-22T00:00:00.000","2501","HY-VEE  #2 (1018) / AMES","640 LINCOLNWAY","AMES","50010","POINT (-93.61927 42.0229)",,"STORY","1071000","COCKTAILS/RTD","421","SAZERAC COMPANY  INC","57150","CH-CHI'S PEACH MARGARITA","6","1750","6.50","9.75","6","58.50","10.50","2.77"
"INV-56873200109","2023-03-22T00:00:00.000","2501","HY-VEE  #2 (1018) / AMES","640 LINCOLNWAY","AMES","50010","POINT (-93.61927 42.0229)",,"STORY","1071000","COCKTAILS/RTD","421","SAZERAC COMPANY  INC","57157","CHI-CHI'S PINA COLADA","6","1750","6.50","9.75","6","58.50","10.50","2.77"
"INV-56873200110","2023-03-22T00:00:00.000","2501","HY-VEE  #2 (1018) / AMES","640 LINCOLNWAY","AMES","50010","POINT (-93.61927 42.0229)",,"STORY","1071000","COCKTAILS/RTD","421","SAZERAC COMPANY  INC","57168","CHI-CHI'S CHOCOLATE MALT","6","1750","6.50","9.75","6","58.50","10.50","2.77"
"INV-56873200111","2023-03-22T00:00:00.000","2501","HY-VEE  #2 (1018) / AMES","640 LINCOLNWAY","AMES","50010","POINT (-93.61927 42.0229)",,"STORY","1071000","COCKTAILS/RTD","421","SAZERAC COMPANY  INC","57174","CHI-CHI'S SKINNY MARGARITA","6","1750","6.50","9.75","18","175.50","31.50","8.32"
"INV-56873200112","2023-03-22T00:00:00.000","2501","HY-VEE  #2 (1018) / AMES","640 LINCOLNWAY","AMES","50010","POINT (-93.61927 42.0229)",,"STORY","1071000","COCKTAILS/RTD","395","PROXIMO","58838","JOSE CUERVO AUTHENTIC LIME MARGARITA","6","1750","8.74","13.11","6","78.66","10.50","2.77"
"INV-56873200113","2023-03-22T00:00:00.000","2501","HY-VEE  #2 (1018) / AMES","640 LINCOLNWAY","AMES","50010","POINT (-93.61927 42.0229)",,"STORY","1071000","COCKTAILS/RTD","395","PROXIMO","58875","JOSE CUERVO GOLDEN MARGARITA","6","1750","11.04","16.56","6","99.36","10.50","2.77"
"INV-56873200115","2023-03-22T00:00:00.000","2501","HY-VEE  #2 (1018) / AMES","640 LINCOLNWAY","AMES","50010","POINT (-93.61927 42.0229)",,"STORY","1081600","WHISKEY LIQUEUR","421","SAZERAC COMPANY  INC","64863","FIREBALL CINNAMON WHISKEY","48","200","2.50","3.75","6","22.50","1.20","0.31"
